,xmin,ymin,xmax,ymax,label,score
0,179.0,636.0,206.0,649.0,Tree,0.3461138606071472
1,546.0,643.0,571.0,650.0,Tree,0.28139975666999817
2,114.0,625.0,147.0,649.0,Tree,0.24929313361644745
3,386.0,636.0,398.0,649.0,Tree,0.21667322516441345
4,506.0,644.0,522.0,650.0,Tree,0.21156714856624603
5,50.0,626.0,67.0,642.0,Tree,0.21061953902244568
6,326.0,644.0,344.0,650.0,Tree,0.17382963001728058
7,425.0,643.0,449.0,650.0,Tree,0.1501552015542984
8,628.0,645.0,647.0,649.0,Tree,0.14777852594852448
9,464.0,644.0,481.0,650.0,Tree,0.13696661591529846
10,74.0,643.0,93.0,650.0,Tree,0.1341426819562912
11,1.0,628.0,22.0,647.0,Tree,0.1228795126080513
12,578.0,644.0,601.0,649.0,Tree,0.12271152436733246
13,95.0,642.0,112.0,650.0,Tree,0.11003400385379791
14,245.0,645.0,257.0,650.0,Tree,0.10170862078666687
