,xmin,ymin,xmax,ymax,label,score
0,210.0,312.0,231.0,332.0,Tree,0.7828933000564575
1,251.0,513.0,272.0,533.0,Tree,0.75655597448349
2,424.0,517.0,452.0,544.0,Tree,0.7222433090209961
3,139.0,135.0,166.0,161.0,Tree,0.7081458568572998
4,250.0,606.0,273.0,629.0,Tree,0.6932277083396912
5,598.0,242.0,633.0,270.0,Tree,0.6773533225059509
6,179.0,499.0,207.0,522.0,Tree,0.6773161292076111
7,518.0,450.0,543.0,473.0,Tree,0.6765833497047424
8,281.0,265.0,303.0,291.0,Tree,0.6636261940002441
9,87.0,599.0,115.0,624.0,Tree,0.654941976070404
10,427.0,42.0,453.0,66.0,Tree,0.6525684595108032
11,304.0,384.0,326.0,403.0,Tree,0.6476921439170837
12,272.0,227.0,298.0,253.0,Tree,0.6429160833358765
13,192.0,34.0,224.0,59.0,Tree,0.63679039478302
14,52.0,593.0,82.0,620.0,Tree,0.6294497847557068
15,430.0,418.0,456.0,444.0,Tree,0.6278974413871765
16,431.0,488.0,459.0,512.0,Tree,0.6264667510986328
17,513.0,280.0,536.0,300.0,Tree,0.622164249420166
18,250.0,16.0,273.0,39.0,Tree,0.611111044883728
19,221.0,372.0,241.0,392.0,Tree,0.6094685196876526
20,54.0,215.0,81.0,240.0,Tree,0.6081851720809937
21,427.0,451.0,455.0,474.0,Tree,0.6003138422966003
22,94.0,411.0,125.0,441.0,Tree,0.597484290599823
23,401.0,308.0,427.0,332.0,Tree,0.5934624075889587
24,571.0,271.0,602.0,302.0,Tree,0.5898159742355347
25,476.0,164.0,496.0,183.0,Tree,0.585978090763092
26,60.0,285.0,82.0,305.0,Tree,0.577934741973877
27,238.0,117.0,258.0,136.0,Tree,0.5565707087516785
28,522.0,556.0,541.0,576.0,Tree,0.5520920157432556
29,54.0,390.0,91.0,426.0,Tree,0.5498829483985901
30,526.0,488.0,547.0,510.0,Tree,0.5483323335647583
31,354.0,108.0,385.0,132.0,Tree,0.5468398332595825
