,xmin,ymin,xmax,ymax,label,score
0,338.0,324.0,367.0,351.0,Tree,0.8572105169296265
1,261.0,357.0,286.0,379.0,Tree,0.7792328000068665
2,381.0,591.0,398.0,612.0,Tree,0.7552556991577148
3,1.0,560.0,22.0,585.0,Tree,0.7333686351776123
4,57.0,47.0,94.0,78.0,Tree,0.7240328192710876
5,40.0,216.0,78.0,246.0,Tree,0.7017958164215088
6,15.0,49.0,45.0,74.0,Tree,0.6996418833732605
7,107.0,34.0,144.0,63.0,Tree,0.6922690868377686
8,1.0,166.0,21.0,188.0,Tree,0.678101122379303
9,516.0,556.0,546.0,580.0,Tree,0.6764509081840515
10,252.0,174.0,281.0,200.0,Tree,0.6726706027984619
11,183.0,452.0,214.0,482.0,Tree,0.658092737197876
12,55.0,317.0,86.0,342.0,Tree,0.6394641995429993
13,491.0,282.0,513.0,306.0,Tree,0.6359227895736694
14,379.0,258.0,392.0,271.0,Tree,0.6292725205421448
15,90.0,150.0,117.0,176.0,Tree,0.6284911036491394
16,444.0,113.0,465.0,136.0,Tree,0.6272128224372864
17,555.0,577.0,579.0,601.0,Tree,0.6252312064170837
18,290.0,167.0,311.0,187.0,Tree,0.6219255924224854
19,416.0,301.0,436.0,324.0,Tree,0.6110252737998962
20,558.0,25.0,586.0,51.0,Tree,0.6091853380203247
21,278.0,86.0,312.0,118.0,Tree,0.6084110736846924
22,472.0,295.0,497.0,319.0,Tree,0.6075848340988159
23,522.0,43.0,555.0,74.0,Tree,0.6061296463012695
24,127.0,291.0,154.0,317.0,Tree,0.6038720607757568
25,380.0,314.0,407.0,333.0,Tree,0.6006393432617188
26,409.0,208.0,431.0,232.0,Tree,0.5994144678115845
27,146.0,195.0,180.0,227.0,Tree,0.598722517490387
28,479.0,66.0,516.0,102.0,Tree,0.5918281078338623
29,629.0,598.0,647.0,619.0,Tree,0.5862501859664917
30,209.0,550.0,228.0,570.0,Tree,0.5848820209503174
31,95.0,599.0,116.0,619.0,Tree,0.5821841955184937
32,178.0,372.0,193.0,388.0,Tree,0.5773521661758423
33,463.0,386.0,480.0,407.0,Tree,0.5692660212516785
34,310.0,252.0,337.0,277.0,Tree,0.5672650933265686
35,507.0,455.0,543.0,488.0,Tree,0.5647217035293579
36,92.0,398.0,113.0,420.0,Tree,0.5637231469154358
37,269.0,510.0,311.0,550.0,Tree,0.5623055696487427
38,192.0,607.0,213.0,629.0,Tree,0.5589147210121155
39,136.0,129.0,163.0,157.0,Tree,0.55697101354599
40,350.0,148.0,380.0,172.0,Tree,0.5551967620849609
41,203.0,185.0,233.0,212.0,Tree,0.5513184070587158
42,50.0,141.0,83.0,173.0,Tree,0.5502853393554688
43,432.0,352.0,452.0,372.0,Tree,0.5444865822792053
44,80.0,117.0,102.0,140.0,Tree,0.5373443961143494
45,504.0,196.0,522.0,215.0,Tree,0.5344122648239136
46,424.0,19.0,458.0,47.0,Tree,0.5311275720596313
47,263.0,450.0,290.0,472.0,Tree,0.5278682112693787
48,429.0,391.0,447.0,411.0,Tree,0.5264610648155212
49,561.0,122.0,593.0,153.0,Tree,0.5247122049331665
50,388.0,176.0,409.0,197.0,Tree,0.5177810192108154
51,440.0,498.0,469.0,522.0,Tree,0.5158229470252991
52,586.0,433.0,620.0,467.0,Tree,0.5157564282417297
53,599.0,294.0,612.0,308.0,Tree,0.5143609046936035
54,316.0,72.0,348.0,104.0,Tree,0.5074829459190369
55,469.0,1.0,503.0,24.0,Tree,0.49571382999420166
56,210.0,111.0,246.0,142.0,Tree,0.48965078592300415
57,363.0,510.0,378.0,526.0,Tree,0.4858430027961731
58,311.0,623.0,338.0,645.0,Tree,0.4850378930568695
59,189.0,640.0,210.0,650.0,Tree,0.4848996102809906
60,507.0,413.0,521.0,430.0,Tree,0.47897908091545105
61,0.0,414.0,13.0,437.0,Tree,0.47513535618782043
62,118.0,322.0,136.0,342.0,Tree,0.47349852323532104
63,463.0,573.0,478.0,588.0,Tree,0.46641477942466736
64,84.0,489.0,96.0,505.0,Tree,0.46624866127967834
65,89.0,217.0,109.0,237.0,Tree,0.46567824482917786
66,7.0,231.0,32.0,255.0,Tree,0.46273258328437805
67,587.0,3.0,620.0,32.0,Tree,0.45478546619415283
68,594.0,619.0,611.0,638.0,Tree,0.452619343996048
69,421.0,337.0,440.0,356.0,Tree,0.4483632445335388
70,559.0,373.0,577.0,391.0,Tree,0.4478543698787689
71,396.0,35.0,412.0,51.0,Tree,0.44012388586997986
72,313.0,161.0,334.0,181.0,Tree,0.4274592697620392
73,114.0,211.0,131.0,230.0,Tree,0.42345568537712097
74,196.0,28.0,209.0,42.0,Tree,0.4230474531650543
75,554.0,351.0,569.0,367.0,Tree,0.42133229970932007
76,437.0,185.0,452.0,200.0,Tree,0.4144650995731354
77,352.0,43.0,371.0,61.0,Tree,0.4132525324821472
78,3.0,611.0,19.0,627.0,Tree,0.4104093015193939
79,378.0,40.0,395.0,56.0,Tree,0.4072418808937073
80,351.0,63.0,380.0,89.0,Tree,0.4049910604953766
81,104.0,621.0,119.0,635.0,Tree,0.4022071659564972
82,35.0,248.0,61.0,269.0,Tree,0.3939582407474518
83,534.0,91.0,551.0,110.0,Tree,0.3862818479537964
84,171.0,126.0,196.0,151.0,Tree,0.3855553865432739
85,267.0,634.0,312.0,650.0,Tree,0.3810061514377594
86,348.0,443.0,360.0,456.0,Tree,0.38013094663619995
87,519.0,73.0,539.0,93.0,Tree,0.36855360865592957
88,84.0,465.0,96.0,481.0,Tree,0.36742153763771057
89,473.0,101.0,490.0,120.0,Tree,0.3673247992992401
90,85.0,554.0,97.0,570.0,Tree,0.3647766411304474
91,30.0,0.0,46.0,6.0,Tree,0.36461079120635986
92,484.0,642.0,497.0,650.0,Tree,0.36446335911750793
93,252.0,102.0,271.0,121.0,Tree,0.36154428124427795
94,560.0,643.0,576.0,650.0,Tree,0.3596390187740326
95,484.0,168.0,501.0,183.0,Tree,0.35922691226005554
96,150.0,453.0,167.0,463.0,Tree,0.3521772027015686
97,611.0,216.0,626.0,230.0,Tree,0.3518995940685272
98,198.0,417.0,210.0,432.0,Tree,0.3402562439441681
99,290.0,478.0,302.0,493.0,Tree,0.33434775471687317
100,314.0,543.0,327.0,558.0,Tree,0.32941505312919617
101,82.0,415.0,100.0,435.0,Tree,0.315296471118927
102,356.0,524.0,383.0,551.0,Tree,0.25782373547554016
103,225.0,463.0,252.0,483.0,Tree,0.19616471230983734
104,225.0,295.0,253.0,316.0,Tree,0.11413649469614029
