,xmin,ymin,xmax,ymax,label,score
0,52.0,521.0,73.0,544.0,Tree,0.7281137108802795
1,485.0,199.0,508.0,222.0,Tree,0.7043476700782776
2,492.0,561.0,515.0,583.0,Tree,0.6887449622154236
3,541.0,629.0,571.0,650.0,Tree,0.6687644720077515
4,548.0,531.0,581.0,563.0,Tree,0.6591917872428894
5,433.0,259.0,449.0,278.0,Tree,0.6344590187072754
6,281.0,71.0,299.0,89.0,Tree,0.6269258856773376
7,530.0,363.0,553.0,386.0,Tree,0.6115503311157227
8,447.0,421.0,476.0,446.0,Tree,0.6053240895271301
9,396.0,624.0,429.0,650.0,Tree,0.5879418253898621
10,23.0,531.0,41.0,549.0,Tree,0.5705637335777283
11,496.0,522.0,515.0,540.0,Tree,0.5665308833122253
12,368.0,145.0,387.0,167.0,Tree,0.565874457359314
13,341.0,423.0,358.0,444.0,Tree,0.5576165318489075
14,586.0,127.0,609.0,150.0,Tree,0.5575606226921082
15,252.0,172.0,273.0,193.0,Tree,0.5561471581459045
16,337.0,119.0,356.0,138.0,Tree,0.5520120859146118
17,164.0,78.0,191.0,103.0,Tree,0.5486403107643127
18,405.0,406.0,420.0,422.0,Tree,0.5425013899803162
19,41.0,485.0,61.0,507.0,Tree,0.5325055122375488
20,625.0,584.0,648.0,608.0,Tree,0.5297011733055115
21,524.0,301.0,541.0,318.0,Tree,0.5245904326438904
22,506.0,38.0,526.0,58.0,Tree,0.5189906358718872
23,613.0,295.0,639.0,319.0,Tree,0.5112930536270142
24,307.0,134.0,330.0,154.0,Tree,0.5082289576530457
25,395.0,191.0,409.0,206.0,Tree,0.4993649423122406
26,617.0,360.0,633.0,378.0,Tree,0.48985281586647034
27,416.0,92.0,433.0,109.0,Tree,0.4893883764743805
28,275.0,204.0,295.0,225.0,Tree,0.4864417314529419
29,567.0,329.0,589.0,353.0,Tree,0.4861820340156555
30,460.0,513.0,477.0,528.0,Tree,0.4860418438911438
31,510.0,112.0,522.0,125.0,Tree,0.48336854577064514
32,314.0,109.0,334.0,129.0,Tree,0.47400566935539246
33,559.0,42.0,580.0,60.0,Tree,0.4731365442276001
34,451.0,304.0,465.0,322.0,Tree,0.47155484557151794
35,642.0,142.0,649.0,160.0,Tree,0.4688594937324524
36,548.0,69.0,568.0,88.0,Tree,0.46814993023872375
37,335.0,461.0,355.0,481.0,Tree,0.467441201210022
38,614.0,4.0,626.0,18.0,Tree,0.46735572814941406
39,556.0,89.0,583.0,113.0,Tree,0.4659973382949829
40,627.0,479.0,648.0,500.0,Tree,0.45773085951805115
41,546.0,111.0,574.0,136.0,Tree,0.45316264033317566
42,532.0,50.0,551.0,69.0,Tree,0.45173370838165283
43,19.0,407.0,39.0,427.0,Tree,0.4509789049625397
44,447.0,133.0,466.0,153.0,Tree,0.4480012357234955
45,333.0,351.0,345.0,366.0,Tree,0.44435033202171326
46,578.0,111.0,597.0,129.0,Tree,0.44344860315322876
47,542.0,339.0,566.0,364.0,Tree,0.4402261972427368
48,598.0,160.0,621.0,183.0,Tree,0.4371088147163391
49,516.0,249.0,535.0,270.0,Tree,0.43378424644470215
50,568.0,608.0,586.0,629.0,Tree,0.4288907051086426
51,453.0,0.0,467.0,5.0,Tree,0.4242928922176361
52,606.0,603.0,627.0,624.0,Tree,0.4214787483215332
53,615.0,205.0,636.0,226.0,Tree,0.4009373188018799
54,392.0,628.0,399.0,646.0,Tree,0.39610758423805237
55,434.0,443.0,456.0,467.0,Tree,0.3958919644355774
56,475.0,173.0,488.0,187.0,Tree,0.3865339756011963
57,456.0,640.0,474.0,650.0,Tree,0.37783563137054443
58,599.0,236.0,619.0,255.0,Tree,0.3752474784851074
59,295.0,223.0,309.0,239.0,Tree,0.3701382279396057
60,538.0,405.0,552.0,422.0,Tree,0.36259809136390686
61,406.0,610.0,423.0,626.0,Tree,0.3603489398956299
62,623.0,448.0,636.0,461.0,Tree,0.35948583483695984
63,386.0,551.0,406.0,570.0,Tree,0.35333946347236633
64,324.0,279.0,339.0,295.0,Tree,0.3528647720813751
65,33.0,612.0,51.0,630.0,Tree,0.3447134792804718
66,255.0,194.0,272.0,212.0,Tree,0.34413644671440125
67,269.0,48.0,282.0,62.0,Tree,0.34387969970703125
68,363.0,550.0,377.0,565.0,Tree,0.34116119146347046
69,559.0,250.0,579.0,257.0,Tree,0.33984503149986267
70,0.0,414.0,12.0,430.0,Tree,0.3337622880935669
71,388.0,463.0,400.0,476.0,Tree,0.3315240144729614
72,641.0,200.0,649.0,216.0,Tree,0.3298647105693817
73,585.0,611.0,607.0,633.0,Tree,0.32132646441459656
74,237.0,153.0,251.0,167.0,Tree,0.31974413990974426
75,327.0,414.0,339.0,427.0,Tree,0.31198617815971375
76,413.0,252.0,425.0,264.0,Tree,0.29303431510925293
77,307.0,0.0,318.0,6.0,Tree,0.29293930530548096
78,146.0,69.0,159.0,82.0,Tree,0.2770887613296509
79,348.0,530.0,361.0,545.0,Tree,0.27435925602912903
80,114.0,41.0,127.0,55.0,Tree,0.2681736350059509
81,23.0,644.0,39.0,650.0,Tree,0.24415504932403564
82,271.0,188.0,287.0,203.0,Tree,0.2362942397594452
83,614.0,252.0,643.0,276.0,Tree,0.23335036635398865
84,237.0,45.0,249.0,57.0,Tree,0.23029306530952454
85,384.0,55.0,398.0,72.0,Tree,0.22861318290233612
86,244.0,33.0,258.0,47.0,Tree,0.21783900260925293
87,393.0,604.0,400.0,623.0,Tree,0.2142762839794159
88,4.0,557.0,16.0,566.0,Tree,0.20979221165180206
89,342.0,325.0,354.0,338.0,Tree,0.20791299641132355
90,338.0,137.0,356.0,154.0,Tree,0.20457102358341217
91,341.0,503.0,353.0,517.0,Tree,0.2041672170162201
92,2.0,395.0,13.0,400.0,Tree,0.2010038197040558
93,351.0,394.0,362.0,400.0,Tree,0.19949781894683838
94,213.0,129.0,225.0,143.0,Tree,0.19916477799415588
95,29.0,586.0,41.0,599.0,Tree,0.19875121116638184
96,619.0,49.0,645.0,73.0,Tree,0.1951821893453598
97,355.0,459.0,369.0,474.0,Tree,0.19125868380069733
98,21.0,459.0,34.0,472.0,Tree,0.19088688492774963
99,579.0,38.0,606.0,58.0,Tree,0.12495800852775574
100,507.0,632.0,536.0,650.0,Tree,0.11865037679672241
101,430.0,622.0,457.0,647.0,Tree,0.11643151938915253
102,540.0,308.0,568.0,335.0,Tree,0.1152617484331131
103,588.0,511.0,614.0,535.0,Tree,0.11080887913703918
