,xmin,ymin,xmax,ymax,label,score
0,311.0,576.0,331.0,595.0,Tree,0.7449251413345337
1,592.0,497.0,611.0,519.0,Tree,0.7122347354888916
2,152.0,42.0,173.0,61.0,Tree,0.7030647993087769
3,125.0,606.0,146.0,626.0,Tree,0.6470311880111694
4,91.0,314.0,110.0,335.0,Tree,0.6467373967170715
5,214.0,486.0,233.0,507.0,Tree,0.6457374691963196
6,0.0,322.0,17.0,342.0,Tree,0.6447542905807495
7,176.0,50.0,199.0,73.0,Tree,0.6340473890304565
8,124.0,53.0,147.0,77.0,Tree,0.6281686425209045
9,103.0,540.0,124.0,562.0,Tree,0.6189939379692078
10,210.0,280.0,227.0,301.0,Tree,0.6165573596954346
11,97.0,341.0,117.0,362.0,Tree,0.609941303730011
12,210.0,246.0,231.0,266.0,Tree,0.6026106476783752
13,395.0,597.0,419.0,621.0,Tree,0.5940612554550171
14,26.0,613.0,51.0,631.0,Tree,0.5896946787834167
15,41.0,374.0,59.0,393.0,Tree,0.5858038663864136
16,40.0,326.0,62.0,343.0,Tree,0.5788314938545227
17,0.0,375.0,15.0,392.0,Tree,0.571644127368927
18,91.0,218.0,107.0,234.0,Tree,0.5688751339912415
19,98.0,437.0,116.0,457.0,Tree,0.5645229816436768
20,50.0,448.0,68.0,469.0,Tree,0.5575522184371948
21,102.0,517.0,118.0,534.0,Tree,0.5553275942802429
22,219.0,564.0,235.0,580.0,Tree,0.5491394996643066
23,209.0,182.0,223.0,199.0,Tree,0.5489122867584229
24,13.0,97.0,49.0,127.0,Tree,0.5450701713562012
25,18.0,45.0,43.0,68.0,Tree,0.5449070930480957
26,53.0,572.0,72.0,593.0,Tree,0.543310284614563
27,50.0,526.0,69.0,548.0,Tree,0.5293322801589966
28,472.0,431.0,490.0,451.0,Tree,0.5269109606742859
29,193.0,608.0,221.0,634.0,Tree,0.5185859799385071
30,83.0,120.0,102.0,141.0,Tree,0.5160059928894043
31,463.0,593.0,488.0,618.0,Tree,0.5130098462104797
32,214.0,381.0,231.0,401.0,Tree,0.502129077911377
33,492.0,497.0,511.0,516.0,Tree,0.49355170130729675
34,390.0,534.0,404.0,547.0,Tree,0.49307185411453247
35,97.0,238.0,116.0,256.0,Tree,0.49028903245925903
36,390.0,444.0,410.0,465.0,Tree,0.4867004156112671
37,97.0,416.0,112.0,434.0,Tree,0.48563575744628906
38,226.0,611.0,247.0,631.0,Tree,0.47633641958236694
39,589.0,473.0,608.0,493.0,Tree,0.4748031198978424
40,179.0,599.0,195.0,614.0,Tree,0.4661303162574768
41,215.0,462.0,230.0,478.0,Tree,0.4660680592060089
42,207.0,83.0,221.0,100.0,Tree,0.46350863575935364
43,44.0,263.0,60.0,283.0,Tree,0.4496607184410095
44,20.0,163.0,50.0,189.0,Tree,0.4451739192008972
45,225.0,584.0,238.0,600.0,Tree,0.4380668103694916
46,49.0,470.0,66.0,490.0,Tree,0.4346473217010498
47,633.0,451.0,648.0,465.0,Tree,0.430071622133255
48,300.0,389.0,313.0,406.0,Tree,0.4270379841327667
49,291.0,175.0,306.0,190.0,Tree,0.42215830087661743
50,120.0,40.0,137.0,53.0,Tree,0.41118869185447693
51,213.0,220.0,228.0,236.0,Tree,0.4095950424671173
52,40.0,238.0,59.0,258.0,Tree,0.4092336595058441
53,28.0,344.0,43.0,361.0,Tree,0.40629708766937256
54,384.0,0.0,400.0,6.0,Tree,0.3958059549331665
55,416.0,464.0,434.0,482.0,Tree,0.3843047320842743
56,53.0,552.0,71.0,572.0,Tree,0.38019827008247375
57,144.0,610.0,172.0,632.0,Tree,0.3775976300239563
58,0.0,181.0,16.0,202.0,Tree,0.3773367404937744
59,488.0,456.0,505.0,476.0,Tree,0.3760897219181061
60,384.0,190.0,402.0,202.0,Tree,0.3654860556125641
61,550.0,598.0,566.0,612.0,Tree,0.3631713092327118
62,294.0,361.0,307.0,377.0,Tree,0.36059463024139404
63,213.0,442.0,227.0,456.0,Tree,0.360093355178833
64,0.0,58.0,13.0,75.0,Tree,0.3586599826812744
65,588.0,455.0,601.0,469.0,Tree,0.3582019507884979
66,573.0,151.0,589.0,168.0,Tree,0.3568519055843353
67,476.0,1.0,489.0,14.0,Tree,0.35147279500961304
68,241.0,531.0,253.0,544.0,Tree,0.3498169779777527
69,614.0,451.0,629.0,465.0,Tree,0.3473758399486542
70,207.0,65.0,221.0,79.0,Tree,0.3444492220878601
71,221.0,0.0,247.0,13.0,Tree,0.3434486389160156
72,392.0,41.0,400.0,62.0,Tree,0.34286269545555115
73,257.0,22.0,271.0,35.0,Tree,0.34264910221099854
74,249.0,507.0,261.0,520.0,Tree,0.33665335178375244
75,295.0,290.0,307.0,303.0,Tree,0.3338088393211365
76,388.0,618.0,407.0,636.0,Tree,0.333657830953598
77,47.0,428.0,65.0,448.0,Tree,0.32552850246429443
78,609.0,118.0,627.0,130.0,Tree,0.3225269019603729
79,426.0,400.0,443.0,412.0,Tree,0.3194196820259094
80,489.0,539.0,503.0,554.0,Tree,0.31744787096977234
81,583.0,528.0,603.0,546.0,Tree,0.31181827187538147
82,558.0,197.0,572.0,211.0,Tree,0.310795396566391
83,208.0,157.0,221.0,171.0,Tree,0.30810707807540894
84,295.0,319.0,309.0,335.0,Tree,0.3062393367290497
85,216.0,364.0,231.0,377.0,Tree,0.30033665895462036
86,494.0,442.0,509.0,456.0,Tree,0.2983257472515106
87,528.0,277.0,541.0,289.0,Tree,0.2814180254936218
88,586.0,117.0,602.0,131.0,Tree,0.2766014337539673
89,307.0,9.0,320.0,21.0,Tree,0.27198222279548645
90,629.0,607.0,647.0,627.0,Tree,0.27168723940849304
91,349.0,567.0,364.0,580.0,Tree,0.25493496656417847
92,296.0,339.0,308.0,353.0,Tree,0.253884881734848
93,491.0,253.0,503.0,267.0,Tree,0.2520392835140228
94,629.0,500.0,645.0,511.0,Tree,0.2519628703594208
95,602.0,585.0,617.0,594.0,Tree,0.25120341777801514
96,632.0,119.0,646.0,129.0,Tree,0.25113144516944885
97,512.0,220.0,524.0,234.0,Tree,0.24697355926036835
98,455.0,527.0,468.0,540.0,Tree,0.2462977021932602
99,250.0,425.0,255.0,442.0,Tree,0.2396000623703003
100,298.0,417.0,313.0,433.0,Tree,0.23713025450706482
101,539.0,563.0,553.0,576.0,Tree,0.23558738827705383
102,636.0,575.0,648.0,587.0,Tree,0.23486565053462982
103,641.0,206.0,649.0,224.0,Tree,0.23129242658615112
104,361.0,504.0,375.0,515.0,Tree,0.22829847037792206
105,314.0,523.0,330.0,535.0,Tree,0.2282821089029312
106,359.0,579.0,373.0,594.0,Tree,0.2196444422006607
107,407.0,380.0,426.0,399.0,Tree,0.21857190132141113
108,365.0,599.0,378.0,613.0,Tree,0.21831683814525604
109,320.0,187.0,332.0,199.0,Tree,0.20754273235797882
110,366.0,5.0,378.0,17.0,Tree,0.20489877462387085
111,532.0,25.0,544.0,38.0,Tree,0.20446640253067017
112,486.0,232.0,499.0,246.0,Tree,0.20045751333236694
113,482.0,167.0,495.0,176.0,Tree,0.19311772286891937
114,250.0,309.0,254.0,330.0,Tree,0.1913079470396042
115,643.0,321.0,650.0,336.0,Tree,0.18752682209014893
116,446.0,191.0,461.0,201.0,Tree,0.16567473113536835
117,467.0,167.0,479.0,176.0,Tree,0.164163276553154
118,618.0,344.0,629.0,352.0,Tree,0.1529046595096588
119,296.0,233.0,306.0,247.0,Tree,0.15241765975952148
120,398.0,100.0,411.0,108.0,Tree,0.14707016944885254
121,427.0,354.0,439.0,366.0,Tree,0.14702357351779938
122,623.0,278.0,635.0,290.0,Tree,0.1458836942911148
123,286.0,18.0,298.0,30.0,Tree,0.14531776309013367
124,386.0,58.0,402.0,71.0,Tree,0.14519540965557098
125,566.0,26.0,579.0,38.0,Tree,0.144090473651886
126,595.0,230.0,609.0,241.0,Tree,0.14375905692577362
127,297.0,117.0,308.0,129.0,Tree,0.14292576909065247
128,293.0,612.0,323.0,636.0,Tree,0.1405712068080902
129,437.0,168.0,447.0,175.0,Tree,0.14002223312854767
130,250.0,355.0,254.0,372.0,Tree,0.13994397222995758
131,357.0,96.0,372.0,105.0,Tree,0.13813093304634094
132,321.0,325.0,332.0,338.0,Tree,0.13738295435905457
133,372.0,383.0,401.0,405.0,Tree,0.1372166872024536
134,250.0,339.0,254.0,357.0,Tree,0.13690944015979767
135,253.0,104.0,265.0,111.0,Tree,0.13624534010887146
136,401.0,191.0,415.0,201.0,Tree,0.13510946929454803
137,523.0,193.0,535.0,207.0,Tree,0.1327834576368332
138,387.0,124.0,397.0,132.0,Tree,0.1315922886133194
139,250.0,380.0,255.0,394.0,Tree,0.13128741085529327
140,367.0,121.0,377.0,133.0,Tree,0.12994484603405
141,614.0,372.0,628.0,380.0,Tree,0.12911954522132874
142,430.0,100.0,443.0,108.0,Tree,0.12813320755958557
143,552.0,145.0,564.0,157.0,Tree,0.1250510811805725
144,24.0,138.0,53.0,164.0,Tree,0.10888543725013733
145,508.0,559.0,535.0,582.0,Tree,0.10815995186567307
146,42.0,9.0,67.0,34.0,Tree,0.10410293936729431
