,xmin,ymin,xmax,ymax,label,score
0,45.0,629.0,64.0,647.0,Tree,0.7226775288581848
1,116.0,383.0,136.0,405.0,Tree,0.6633292436599731
2,489.0,591.0,512.0,615.0,Tree,0.624809205532074
3,405.0,386.0,428.0,407.0,Tree,0.6078434586524963
4,204.0,392.0,230.0,417.0,Tree,0.5933149456977844
5,84.0,609.0,106.0,627.0,Tree,0.5638876557350159
6,477.0,375.0,492.0,391.0,Tree,0.5391025543212891
7,37.0,363.0,56.0,380.0,Tree,0.5349865555763245
8,542.0,477.0,556.0,494.0,Tree,0.5328294634819031
9,130.0,617.0,153.0,635.0,Tree,0.5079390406608582
10,12.0,605.0,33.0,625.0,Tree,0.47965776920318604
11,484.0,8.0,504.0,29.0,Tree,0.4788634777069092
12,627.0,520.0,647.0,538.0,Tree,0.45239701867103577
13,91.0,0.0,106.0,6.0,Tree,0.45062771439552307
14,566.0,368.0,580.0,381.0,Tree,0.4198913276195526
15,179.0,404.0,201.0,424.0,Tree,0.40154194831848145
16,327.0,629.0,342.0,644.0,Tree,0.3777584433555603
17,463.0,462.0,482.0,482.0,Tree,0.37188854813575745
18,0.0,622.0,7.0,639.0,Tree,0.36727532744407654
19,439.0,555.0,476.0,585.0,Tree,0.35635873675346375
20,599.0,529.0,620.0,547.0,Tree,0.3379489481449127
21,425.0,622.0,441.0,636.0,Tree,0.3375273644924164
22,418.0,512.0,437.0,531.0,Tree,0.32700610160827637
23,592.0,0.0,608.0,6.0,Tree,0.32550138235092163
24,60.0,222.0,76.0,235.0,Tree,0.3243783712387085
25,398.0,418.0,412.0,433.0,Tree,0.3227914869785309
26,419.0,560.0,432.0,577.0,Tree,0.2980699837207794
27,630.0,0.0,644.0,6.0,Tree,0.29643070697784424
28,500.0,545.0,517.0,564.0,Tree,0.291995108127594
29,498.0,513.0,517.0,531.0,Tree,0.28823593258857727
30,6.0,407.0,34.0,429.0,Tree,0.2858409583568573
31,151.0,397.0,170.0,416.0,Tree,0.28567826747894287
32,508.0,467.0,521.0,481.0,Tree,0.2845175862312317
33,161.0,421.0,180.0,440.0,Tree,0.28257083892822266
34,553.0,563.0,568.0,578.0,Tree,0.280741423368454
35,536.0,578.0,548.0,592.0,Tree,0.27971699833869934
36,172.0,391.0,187.0,404.0,Tree,0.2716999650001526
37,50.0,245.0,62.0,256.0,Tree,0.26961401104927063
38,429.0,440.0,446.0,460.0,Tree,0.26742082834243774
39,574.0,461.0,607.0,487.0,Tree,0.2636858820915222
40,470.0,547.0,491.0,569.0,Tree,0.2607452869415283
41,622.0,444.0,642.0,464.0,Tree,0.2572644352912903
42,66.0,503.0,78.0,515.0,Tree,0.25405198335647583
43,81.0,587.0,101.0,606.0,Tree,0.25134745240211487
44,428.0,392.0,447.0,400.0,Tree,0.24693533778190613
45,511.0,0.0,523.0,6.0,Tree,0.24683788418769836
46,451.0,406.0,465.0,422.0,Tree,0.24362868070602417
47,606.0,504.0,617.0,517.0,Tree,0.24337729811668396
48,7.0,0.0,22.0,4.0,Tree,0.23932069540023804
49,475.0,34.0,488.0,47.0,Tree,0.23714585602283478
50,425.0,468.0,442.0,488.0,Tree,0.23705659806728363
51,149.0,393.0,169.0,400.0,Tree,0.23229332268238068
