,xmin,ymin,xmax,ymax,label,score
0,31.0,361.0,50.0,380.0,Tree,0.7456215620040894
1,443.0,38.0,472.0,63.0,Tree,0.7318313717842102
2,537.0,58.0,557.0,79.0,Tree,0.7227200865745544
3,98.0,183.0,125.0,211.0,Tree,0.7155554294586182
4,543.0,383.0,581.0,419.0,Tree,0.713628888130188
5,147.0,500.0,175.0,524.0,Tree,0.7124528884887695
6,3.0,7.0,38.0,39.0,Tree,0.6946370601654053
7,564.0,546.0,582.0,563.0,Tree,0.6873396635055542
8,458.0,366.0,488.0,394.0,Tree,0.6871899962425232
9,259.0,557.0,279.0,578.0,Tree,0.6852611303329468
10,537.0,158.0,564.0,183.0,Tree,0.6685969829559326
11,329.0,299.0,344.0,317.0,Tree,0.658922016620636
12,348.0,458.0,367.0,479.0,Tree,0.6558032631874084
13,1.0,185.0,26.0,211.0,Tree,0.6428070068359375
14,371.0,513.0,395.0,536.0,Tree,0.6307839751243591
15,577.0,221.0,601.0,244.0,Tree,0.6237205862998962
16,122.0,577.0,146.0,600.0,Tree,0.6203328967094421
17,216.0,3.0,237.0,22.0,Tree,0.6142592430114746
18,21.0,215.0,54.0,247.0,Tree,0.6131236553192139
19,316.0,113.0,338.0,135.0,Tree,0.6116070747375488
20,222.0,373.0,250.0,396.0,Tree,0.6030495762825012
21,211.0,491.0,236.0,514.0,Tree,0.5976964235305786
22,312.0,40.0,334.0,61.0,Tree,0.5958738923072815
23,85.0,7.0,111.0,32.0,Tree,0.5948836803436279
24,537.0,32.0,558.0,53.0,Tree,0.5854884386062622
25,166.0,288.0,186.0,309.0,Tree,0.5841212868690491
26,244.0,307.0,265.0,327.0,Tree,0.5770871639251709
27,250.0,581.0,279.0,605.0,Tree,0.5754430890083313
28,55.0,351.0,93.0,389.0,Tree,0.5680456757545471
29,333.0,82.0,355.0,99.0,Tree,0.5675788521766663
30,154.0,602.0,175.0,624.0,Tree,0.5654016137123108
31,445.0,241.0,487.0,282.0,Tree,0.5617748498916626
32,354.0,192.0,374.0,213.0,Tree,0.556647539138794
33,399.0,77.0,428.0,97.0,Tree,0.5554715991020203
34,522.0,454.0,544.0,475.0,Tree,0.5512316823005676
35,205.0,403.0,223.0,422.0,Tree,0.5484897494316101
36,613.0,72.0,644.0,94.0,Tree,0.548142671585083
37,431.0,548.0,451.0,567.0,Tree,0.5376405119895935
38,544.0,95.0,569.0,120.0,Tree,0.5325802564620972
39,434.0,486.0,458.0,508.0,Tree,0.5323824882507324
40,157.0,457.0,178.0,476.0,Tree,0.5273089408874512
41,584.0,75.0,616.0,100.0,Tree,0.5188140273094177
42,347.0,398.0,361.0,414.0,Tree,0.5179334282875061
43,112.0,210.0,139.0,234.0,Tree,0.5176776051521301
44,401.0,324.0,429.0,351.0,Tree,0.5176098346710205
45,396.0,226.0,413.0,244.0,Tree,0.5163891315460205
46,91.0,349.0,110.0,369.0,Tree,0.5105574131011963
47,436.0,175.0,471.0,205.0,Tree,0.5083125233650208
48,175.0,610.0,210.0,640.0,Tree,0.5061367154121399
49,597.0,370.0,629.0,398.0,Tree,0.504193902015686
50,111.0,487.0,125.0,501.0,Tree,0.5032498836517334
51,369.0,437.0,394.0,461.0,Tree,0.5016019344329834
52,364.0,565.0,381.0,584.0,Tree,0.49650007486343384
53,163.0,315.0,180.0,330.0,Tree,0.4954127371311188
54,41.0,564.0,74.0,596.0,Tree,0.4929863214492798
55,433.0,77.0,463.0,99.0,Tree,0.48831892013549805
56,222.0,589.0,255.0,618.0,Tree,0.48228830099105835
57,199.0,179.0,214.0,194.0,Tree,0.4812164902687073
58,255.0,350.0,269.0,367.0,Tree,0.4797997772693634
59,253.0,421.0,280.0,450.0,Tree,0.4773496091365814
60,234.0,225.0,253.0,245.0,Tree,0.47643786668777466
61,323.0,151.0,340.0,168.0,Tree,0.47589588165283203
62,549.0,499.0,567.0,516.0,Tree,0.4681287109851837
63,355.0,350.0,376.0,369.0,Tree,0.4660470485687256
64,237.0,155.0,252.0,174.0,Tree,0.461317777633667
65,332.0,331.0,349.0,348.0,Tree,0.4612070918083191
66,4.0,460.0,19.0,471.0,Tree,0.4610859751701355
67,579.0,483.0,600.0,503.0,Tree,0.45951560139656067
68,0.0,289.0,22.0,314.0,Tree,0.4544316828250885
69,28.0,177.0,50.0,200.0,Tree,0.45394402742385864
70,96.0,565.0,109.0,580.0,Tree,0.4528835117816925
71,400.0,53.0,424.0,71.0,Tree,0.4514809548854828
72,430.0,340.0,446.0,360.0,Tree,0.4502237141132355
73,575.0,294.0,589.0,310.0,Tree,0.4500850737094879
74,249.0,247.0,261.0,264.0,Tree,0.4482767879962921
75,35.0,262.0,53.0,280.0,Tree,0.4479365348815918
76,338.0,363.0,359.0,384.0,Tree,0.4461917281150818
77,36.0,152.0,50.0,168.0,Tree,0.44494184851646423
78,252.0,526.0,275.0,543.0,Tree,0.4447122812271118
79,258.0,376.0,271.0,394.0,Tree,0.4423815906047821
80,95.0,400.0,114.0,421.0,Tree,0.441642165184021
81,19.0,511.0,33.0,526.0,Tree,0.44151201844215393
82,419.0,226.0,438.0,245.0,Tree,0.4383642375469208
83,25.0,250.0,38.0,257.0,Tree,0.4311719536781311
84,524.0,488.0,543.0,506.0,Tree,0.4286648631095886
85,500.0,488.0,521.0,507.0,Tree,0.4205338954925537
86,332.0,205.0,351.0,227.0,Tree,0.420074462890625
87,226.0,323.0,250.0,344.0,Tree,0.4198208749294281
88,103.0,115.0,120.0,131.0,Tree,0.4194493293762207
89,227.0,79.0,241.0,95.0,Tree,0.41821590065956116
90,533.0,14.0,551.0,32.0,Tree,0.4121529459953308
91,344.0,45.0,371.0,66.0,Tree,0.41156482696533203
92,25.0,595.0,48.0,618.0,Tree,0.4089513123035431
93,329.0,186.0,343.0,203.0,Tree,0.4031616449356079
94,86.0,117.0,98.0,130.0,Tree,0.4020177125930786
95,326.0,233.0,343.0,253.0,Tree,0.39829620718955994
96,196.0,116.0,210.0,132.0,Tree,0.3942309319972992
97,561.0,275.0,576.0,290.0,Tree,0.39406314492225647
98,127.0,142.0,143.0,152.0,Tree,0.393707275390625
99,240.0,202.0,255.0,219.0,Tree,0.39100080728530884
100,419.0,133.0,433.0,147.0,Tree,0.3891485333442688
101,387.0,350.0,407.0,368.0,Tree,0.38835474848747253
102,32.0,641.0,55.0,650.0,Tree,0.3859078288078308
103,228.0,52.0,241.0,67.0,Tree,0.3858305811882019
104,532.0,0.0,549.0,8.0,Tree,0.38425955176353455
105,328.0,269.0,341.0,289.0,Tree,0.3818958103656769
106,191.0,89.0,206.0,104.0,Tree,0.3794945776462555
107,220.0,255.0,233.0,270.0,Tree,0.3788962960243225
108,315.0,19.0,328.0,34.0,Tree,0.3776959776878357
109,184.0,491.0,200.0,505.0,Tree,0.3769083619117737
110,201.0,452.0,221.0,471.0,Tree,0.3725045919418335
111,263.0,490.0,278.0,507.0,Tree,0.37134432792663574
112,571.0,248.0,585.0,264.0,Tree,0.3702980875968933
113,250.0,220.0,257.0,242.0,Tree,0.3701740503311157
114,465.0,488.0,493.0,508.0,Tree,0.3681359589099884
115,225.0,455.0,245.0,474.0,Tree,0.36723750829696655
116,21.0,283.0,45.0,306.0,Tree,0.36105501651763916
117,191.0,10.0,206.0,22.0,Tree,0.358695924282074
118,469.0,460.0,483.0,473.0,Tree,0.35622647404670715
119,209.0,349.0,223.0,363.0,Tree,0.35570845007896423
120,455.0,406.0,469.0,419.0,Tree,0.3539072275161743
