,xmin,ymin,xmax,ymax,label,score
0,254.0,78.0,288.0,110.0,Tree,0.781449556350708
1,449.0,329.0,471.0,349.0,Tree,0.7627492547035217
2,397.0,77.0,418.0,99.0,Tree,0.7084029912948608
3,445.0,398.0,463.0,417.0,Tree,0.6738322377204895
4,208.0,530.0,234.0,555.0,Tree,0.670504629611969
5,203.0,488.0,228.0,513.0,Tree,0.6594017148017883
6,311.0,488.0,328.0,509.0,Tree,0.6584010720252991
7,233.0,484.0,254.0,504.0,Tree,0.6517645120620728
8,202.0,250.0,228.0,275.0,Tree,0.644903838634491
9,484.0,159.0,511.0,185.0,Tree,0.6330090165138245
10,258.0,231.0,279.0,252.0,Tree,0.6326578855514526
11,603.0,163.0,637.0,190.0,Tree,0.6320709586143494
12,264.0,139.0,286.0,162.0,Tree,0.6243135929107666
13,365.0,260.0,384.0,281.0,Tree,0.6185458898544312
14,227.0,556.0,243.0,572.0,Tree,0.6160914897918701
15,254.0,186.0,273.0,207.0,Tree,0.6140661239624023
16,385.0,412.0,410.0,437.0,Tree,0.5708491206169128
17,257.0,260.0,278.0,281.0,Tree,0.5664986968040466
18,275.0,340.0,290.0,356.0,Tree,0.5594176650047302
19,9.0,549.0,35.0,575.0,Tree,0.5579897165298462
20,306.0,251.0,352.0,283.0,Tree,0.5574332475662231
21,448.0,261.0,469.0,282.0,Tree,0.556222677230835
22,303.0,82.0,322.0,103.0,Tree,0.5545700192451477
23,5.0,343.0,22.0,362.0,Tree,0.5507791638374329
24,200.0,336.0,220.0,357.0,Tree,0.5433403849601746
25,166.0,343.0,185.0,361.0,Tree,0.5430230498313904
26,515.0,337.0,531.0,353.0,Tree,0.5348222851753235
27,543.0,258.0,565.0,277.0,Tree,0.5346960425376892
28,305.0,178.0,324.0,198.0,Tree,0.5315830707550049
29,1.0,396.0,19.0,415.0,Tree,0.5284067392349243
30,182.0,275.0,202.0,296.0,Tree,0.5221037864685059
31,86.0,487.0,112.0,505.0,Tree,0.5147573947906494
32,201.0,101.0,226.0,125.0,Tree,0.5134245157241821
33,99.0,242.0,117.0,262.0,Tree,0.5125055909156799
34,504.0,32.0,522.0,54.0,Tree,0.51166832447052
35,143.0,291.0,161.0,309.0,Tree,0.5075865983963013
36,505.0,85.0,528.0,109.0,Tree,0.5070739388465881
37,428.0,333.0,445.0,352.0,Tree,0.5034688115119934
38,606.0,89.0,640.0,119.0,Tree,0.5005859136581421
39,155.0,317.0,173.0,336.0,Tree,0.4818666875362396
40,78.0,264.0,95.0,279.0,Tree,0.4792843461036682
41,149.0,488.0,167.0,506.0,Tree,0.4762944281101227
42,629.0,34.0,648.0,58.0,Tree,0.4742397665977478
43,404.0,447.0,422.0,466.0,Tree,0.4691845178604126
44,411.0,399.0,433.0,419.0,Tree,0.4660552144050598
45,423.0,355.0,441.0,374.0,Tree,0.4582090973854065
46,300.0,403.0,341.0,435.0,Tree,0.4490843415260315
47,66.0,0.0,85.0,6.0,Tree,0.44715142250061035
48,370.0,487.0,389.0,508.0,Tree,0.4420194923877716
49,358.0,393.0,375.0,400.0,Tree,0.43695592880249023
50,339.0,0.0,358.0,8.0,Tree,0.43658632040023804
51,279.0,262.0,308.0,286.0,Tree,0.43590667843818665
52,346.0,403.0,378.0,435.0,Tree,0.4356290102005005
53,69.0,463.0,87.0,482.0,Tree,0.43419620394706726
54,475.0,246.0,494.0,265.0,Tree,0.43261289596557617
55,309.0,231.0,327.0,251.0,Tree,0.43065398931503296
56,210.0,37.0,230.0,55.0,Tree,0.4276438057422638
57,22.0,478.0,47.0,503.0,Tree,0.4271768629550934
58,127.0,270.0,143.0,285.0,Tree,0.4188878536224365
59,98.0,162.0,116.0,180.0,Tree,0.4171082675457001
60,485.0,330.0,502.0,344.0,Tree,0.4151206910610199
61,274.0,411.0,293.0,431.0,Tree,0.41275760531425476
62,233.0,250.0,253.0,258.0,Tree,0.41233599185943604
63,6.0,505.0,36.0,534.0,Tree,0.4043375253677368
64,535.0,0.0,571.0,20.0,Tree,0.4032658040523529
65,447.0,24.0,461.0,39.0,Tree,0.3999575078487396
66,183.0,308.0,199.0,324.0,Tree,0.391984224319458
67,447.0,44.0,460.0,57.0,Tree,0.391907662153244
68,196.0,453.0,210.0,470.0,Tree,0.3916259706020355
69,8.0,316.0,21.0,331.0,Tree,0.38851505517959595
70,228.0,205.0,247.0,222.0,Tree,0.3863416910171509
71,566.0,37.0,580.0,52.0,Tree,0.38577327132225037
72,212.0,636.0,227.0,650.0,Tree,0.38512125611305237
73,314.0,213.0,328.0,228.0,Tree,0.38300397992134094
74,493.0,204.0,507.0,219.0,Tree,0.38209494948387146
75,202.0,414.0,227.0,439.0,Tree,0.3813975155353546
76,243.0,416.0,262.0,435.0,Tree,0.37895575165748596
77,420.0,265.0,433.0,278.0,Tree,0.3771694600582123
78,41.0,263.0,59.0,281.0,Tree,0.37331873178482056
79,97.0,88.0,112.0,103.0,Tree,0.3690616190433502
80,434.0,450.0,450.0,466.0,Tree,0.3657512068748474
81,133.0,467.0,153.0,488.0,Tree,0.36523133516311646
82,10.0,443.0,23.0,457.0,Tree,0.3649938404560089
83,271.0,366.0,285.0,382.0,Tree,0.36429551243782043
84,47.0,476.0,69.0,497.0,Tree,0.3628298044204712
85,224.0,610.0,238.0,627.0,Tree,0.362218976020813
86,383.0,550.0,397.0,563.0,Tree,0.3592669665813446
87,215.0,64.0,230.0,87.0,Tree,0.3555256128311157
88,561.0,100.0,576.0,114.0,Tree,0.3532229959964752
89,379.0,218.0,390.0,235.0,Tree,0.35102543234825134
90,97.0,138.0,115.0,158.0,Tree,0.3485535681247711
91,215.0,132.0,231.0,154.0,Tree,0.3448222577571869
92,244.0,169.0,258.0,184.0,Tree,0.3439101576805115
93,205.0,199.0,223.0,218.0,Tree,0.3425775468349457
94,494.0,585.0,508.0,594.0,Tree,0.34075528383255005
95,98.0,62.0,117.0,81.0,Tree,0.33939194679260254
96,12.0,268.0,27.0,282.0,Tree,0.3318544328212738
97,278.0,478.0,293.0,492.0,Tree,0.33153873682022095
98,247.0,443.0,261.0,458.0,Tree,0.33040499687194824
99,605.0,0.0,623.0,8.0,Tree,0.3296540677547455
100,396.0,474.0,408.0,489.0,Tree,0.3235635757446289
101,213.0,290.0,227.0,303.0,Tree,0.31121018528938293
102,279.0,393.0,297.0,410.0,Tree,0.30871331691741943
103,628.0,275.0,647.0,293.0,Tree,0.30229759216308594
104,480.0,0.0,514.0,17.0,Tree,0.22831663489341736
105,142.0,267.0,172.0,290.0,Tree,0.19538308680057526
106,450.0,454.0,482.0,479.0,Tree,0.18015384674072266
107,494.0,253.0,522.0,276.0,Tree,0.14855585992336273
108,9.0,620.0,33.0,646.0,Tree,0.14617662131786346
109,253.0,479.0,279.0,500.0,Tree,0.11310625821352005
110,291.0,1.0,320.0,16.0,Tree,0.10914133489131927
