,xmin,ymin,xmax,ymax,label,score
0,454.0,366.0,482.0,390.0,Tree,0.7851205468177795
1,625.0,514.0,647.0,536.0,Tree,0.7670878171920776
2,449.0,450.0,482.0,483.0,Tree,0.7494528293609619
3,500.0,451.0,533.0,484.0,Tree,0.7493143677711487
4,315.0,525.0,340.0,550.0,Tree,0.7321735620498657
5,250.0,157.0,265.0,178.0,Tree,0.7317663431167603
6,253.0,262.0,280.0,283.0,Tree,0.721407949924469
7,430.0,240.0,457.0,265.0,Tree,0.7159144878387451
8,47.0,251.0,85.0,280.0,Tree,0.7157407999038696
9,505.0,258.0,534.0,284.0,Tree,0.687349796295166
10,480.0,167.0,498.0,184.0,Tree,0.6804530620574951
11,154.0,448.0,175.0,469.0,Tree,0.6772964596748352
12,84.0,6.0,103.0,25.0,Tree,0.6672798991203308
13,206.0,449.0,229.0,471.0,Tree,0.66534024477005
14,5.0,517.0,26.0,539.0,Tree,0.6622028350830078
15,68.0,95.0,104.0,122.0,Tree,0.660033106803894
16,207.0,348.0,223.0,364.0,Tree,0.6592590808868408
17,398.0,573.0,421.0,597.0,Tree,0.655933141708374
18,558.0,229.0,575.0,248.0,Tree,0.652321994304657
19,401.0,451.0,435.0,479.0,Tree,0.6391119360923767
20,355.0,454.0,375.0,475.0,Tree,0.6242712140083313
21,155.0,353.0,175.0,371.0,Tree,0.619036853313446
22,422.0,50.0,441.0,69.0,Tree,0.6046968102455139
23,153.0,259.0,174.0,278.0,Tree,0.6035630702972412
24,287.0,356.0,324.0,386.0,Tree,0.6009058952331543
25,333.0,55.0,347.0,72.0,Tree,0.5994998216629028
26,442.0,70.0,462.0,90.0,Tree,0.5957053899765015
27,115.0,40.0,130.0,56.0,Tree,0.5954857468605042
28,204.0,513.0,231.0,539.0,Tree,0.5952075719833374
29,278.0,160.0,296.0,177.0,Tree,0.5922863483428955
30,209.0,181.0,228.0,201.0,Tree,0.5862321257591248
31,374.0,366.0,389.0,379.0,Tree,0.5839763879776001
32,389.0,609.0,414.0,633.0,Tree,0.5838877558708191
33,395.0,29.0,416.0,48.0,Tree,0.5803027153015137
34,361.0,433.0,378.0,449.0,Tree,0.5696805715560913
35,511.0,115.0,524.0,132.0,Tree,0.5653189420700073
36,295.0,445.0,329.0,475.0,Tree,0.5641628503799438
37,209.0,587.0,228.0,607.0,Tree,0.5600720047950745
38,177.0,259.0,198.0,279.0,Tree,0.5559406280517578
39,521.0,570.0,545.0,595.0,Tree,0.5504090189933777
40,61.0,429.0,76.0,446.0,Tree,0.549420952796936
41,359.0,45.0,375.0,58.0,Tree,0.5484779477119446
42,600.0,267.0,624.0,288.0,Tree,0.5473161339759827
43,86.0,596.0,106.0,617.0,Tree,0.5407444834709167
44,572.0,58.0,590.0,78.0,Tree,0.5398288369178772
45,504.0,15.0,529.0,40.0,Tree,0.5381271839141846
46,2.0,579.0,22.0,605.0,Tree,0.5124422907829285
47,331.0,1.0,344.0,15.0,Tree,0.4996323883533478
48,599.0,0.0,613.0,7.0,Tree,0.4928756654262543
49,317.0,288.0,329.0,302.0,Tree,0.48893097043037415
50,8.0,435.0,22.0,450.0,Tree,0.48646655678749084
51,587.0,603.0,607.0,625.0,Tree,0.4862697422504425
52,507.0,200.0,519.0,213.0,Tree,0.482904314994812
53,117.0,78.0,136.0,99.0,Tree,0.48264870047569275
54,96.0,512.0,115.0,530.0,Tree,0.48141515254974365
55,116.0,168.0,130.0,181.0,Tree,0.47617200016975403
56,111.0,374.0,127.0,389.0,Tree,0.4722737669944763
57,117.0,120.0,131.0,135.0,Tree,0.4706076681613922
58,475.0,238.0,492.0,258.0,Tree,0.45665961503982544
59,478.0,53.0,498.0,74.0,Tree,0.452017605304718
60,586.0,116.0,605.0,138.0,Tree,0.44836434721946716
61,322.0,574.0,337.0,590.0,Tree,0.4444595277309418
62,207.0,555.0,224.0,573.0,Tree,0.4435693621635437
63,570.0,544.0,584.0,558.0,Tree,0.4354534447193146
64,560.0,316.0,576.0,331.0,Tree,0.43305477499961853
65,533.0,14.0,570.0,52.0,Tree,0.42800173163414
66,468.0,611.0,486.0,623.0,Tree,0.42477157711982727
67,2.0,346.0,19.0,358.0,Tree,0.41949576139450073
68,522.0,611.0,542.0,629.0,Tree,0.4193821847438812
69,221.0,268.0,234.0,281.0,Tree,0.41503044962882996
70,194.0,597.0,211.0,613.0,Tree,0.4091700613498688
71,315.0,176.0,329.0,191.0,Tree,0.4086970090866089
72,133.0,508.0,147.0,521.0,Tree,0.4050793945789337
73,406.0,530.0,421.0,544.0,Tree,0.4034954905509949
74,171.0,46.0,189.0,65.0,Tree,0.4021027386188507
75,33.0,188.0,45.0,203.0,Tree,0.39032357931137085
76,11.0,188.0,24.0,202.0,Tree,0.38719531893730164
77,190.0,623.0,203.0,638.0,Tree,0.3683585822582245
78,593.0,307.0,607.0,319.0,Tree,0.3673935830593109
79,201.0,53.0,214.0,66.0,Tree,0.3643451929092407
80,642.0,613.0,650.0,631.0,Tree,0.3579206168651581
81,534.0,643.0,549.0,650.0,Tree,0.350172758102417
82,628.0,643.0,646.0,650.0,Tree,0.3490179777145386
83,16.0,102.0,33.0,116.0,Tree,0.3452939987182617
84,317.0,610.0,332.0,627.0,Tree,0.34311598539352417
85,568.0,20.0,587.0,41.0,Tree,0.3380490839481354
86,603.0,633.0,625.0,649.0,Tree,0.3371255695819855
87,87.0,643.0,102.0,650.0,Tree,0.334915429353714
88,392.0,573.0,400.0,591.0,Tree,0.32313698530197144
89,302.0,576.0,314.0,589.0,Tree,0.3223428726196289
90,112.0,455.0,128.0,467.0,Tree,0.311696857213974
91,618.0,40.0,631.0,54.0,Tree,0.3111737072467804
92,588.0,76.0,601.0,91.0,Tree,0.3048706352710724
93,61.0,64.0,75.0,78.0,Tree,0.3009531795978546
94,471.0,21.0,486.0,35.0,Tree,0.2963643968105316
95,7.0,256.0,37.0,275.0,Tree,0.1231016293168068
96,13.0,342.0,42.0,363.0,Tree,0.11046004295349121
