,xmin,ymin,xmax,ymax,label,score
0,512.0,340.0,536.0,358.0,Tree,0.6726973056793213
1,51.0,536.0,88.0,566.0,Tree,0.6339496374130249
2,521.0,290.0,537.0,306.0,Tree,0.5765323042869568
3,443.0,608.0,465.0,626.0,Tree,0.5545162558555603
4,512.0,612.0,531.0,630.0,Tree,0.5025664567947388
5,449.0,501.0,469.0,519.0,Tree,0.4995535910129547
6,309.0,276.0,334.0,294.0,Tree,0.48160165548324585
7,396.0,599.0,414.0,617.0,Tree,0.4662790298461914
8,565.0,540.0,582.0,560.0,Tree,0.4523468315601349
9,443.0,444.0,464.0,464.0,Tree,0.449334979057312
10,451.0,560.0,472.0,580.0,Tree,0.4424741864204407
11,26.0,118.0,41.0,128.0,Tree,0.43499794602394104
12,511.0,382.0,524.0,398.0,Tree,0.433864563703537
13,581.0,248.0,597.0,263.0,Tree,0.43357759714126587
14,445.0,411.0,468.0,434.0,Tree,0.42618483304977417
15,311.0,149.0,332.0,169.0,Tree,0.42594030499458313
16,16.0,543.0,37.0,561.0,Tree,0.41959232091903687
17,151.0,232.0,168.0,246.0,Tree,0.4150925874710083
18,302.0,561.0,317.0,577.0,Tree,0.41167527437210083
19,301.0,585.0,315.0,602.0,Tree,0.4040313959121704
20,27.0,425.0,43.0,440.0,Tree,0.39839959144592285
21,111.0,421.0,129.0,438.0,Tree,0.3977239429950714
22,187.0,234.0,204.0,250.0,Tree,0.39440473914146423
23,450.0,312.0,470.0,333.0,Tree,0.39175036549568176
24,635.0,350.0,648.0,366.0,Tree,0.3897291421890259
25,113.0,545.0,127.0,561.0,Tree,0.3893424868583679
26,165.0,35.0,184.0,52.0,Tree,0.38698381185531616
27,22.0,617.0,40.0,628.0,Tree,0.38559120893478394
28,173.0,425.0,193.0,445.0,Tree,0.3782109320163727
29,635.0,602.0,648.0,618.0,Tree,0.3746131658554077
30,531.0,133.0,556.0,158.0,Tree,0.36772188544273376
31,137.0,449.0,152.0,463.0,Tree,0.36238235235214233
32,193.0,4.0,205.0,17.0,Tree,0.35219526290893555
33,642.0,284.0,649.0,301.0,Tree,0.3520650863647461
34,303.0,255.0,315.0,268.0,Tree,0.34998348355293274
35,515.0,409.0,528.0,424.0,Tree,0.3466418981552124
36,68.0,180.0,82.0,196.0,Tree,0.3442286252975464
37,182.0,191.0,198.0,202.0,Tree,0.3409499228000641
38,304.0,538.0,316.0,552.0,Tree,0.3382873833179474
39,641.0,507.0,649.0,522.0,Tree,0.33557233214378357
40,510.0,475.0,525.0,490.0,Tree,0.33067411184310913
41,380.0,353.0,393.0,362.0,Tree,0.324128657579422
42,86.0,184.0,106.0,201.0,Tree,0.32075947523117065
43,575.0,133.0,589.0,146.0,Tree,0.3189511299133301
44,10.0,194.0,28.0,205.0,Tree,0.3177807331085205
45,321.0,19.0,342.0,37.0,Tree,0.31722700595855713
46,398.0,496.0,414.0,509.0,Tree,0.31309059262275696
47,566.0,297.0,579.0,310.0,Tree,0.3100773096084595
48,511.0,495.0,525.0,509.0,Tree,0.30798882246017456
49,644.0,132.0,650.0,145.0,Tree,0.3072073757648468
50,430.0,247.0,458.0,271.0,Tree,0.30586540699005127
51,79.0,0.0,88.0,5.0,Tree,0.3034757375717163
52,429.0,138.0,453.0,161.0,Tree,0.30231383442878723
53,303.0,405.0,312.0,423.0,Tree,0.2962697148323059
54,510.0,449.0,525.0,465.0,Tree,0.29503023624420166
55,373.0,157.0,385.0,170.0,Tree,0.29251062870025635
56,301.0,232.0,313.0,246.0,Tree,0.28667694330215454
57,333.0,507.0,346.0,520.0,Tree,0.2850781977176666
58,308.0,393.0,327.0,400.0,Tree,0.28230491280555725
59,507.0,581.0,522.0,597.0,Tree,0.2822508215904236
60,304.0,359.0,314.0,376.0,Tree,0.27584585547447205
61,382.0,496.0,396.0,509.0,Tree,0.27332910895347595
62,325.0,612.0,340.0,623.0,Tree,0.27033835649490356
63,526.0,252.0,540.0,265.0,Tree,0.26209408044815063
64,437.0,353.0,447.0,367.0,Tree,0.26042553782463074
65,373.0,0.0,392.0,5.0,Tree,0.25792187452316284
66,307.0,643.0,322.0,650.0,Tree,0.2519781291484833
67,144.0,418.0,159.0,432.0,Tree,0.24731959402561188
68,524.0,450.0,539.0,464.0,Tree,0.24589461088180542
69,195.0,381.0,205.0,396.0,Tree,0.2403114289045334
70,643.0,402.0,649.0,415.0,Tree,0.2342485934495926
71,306.0,203.0,320.0,219.0,Tree,0.23338410258293152
72,644.0,455.0,650.0,469.0,Tree,0.23055745661258698
73,603.0,256.0,615.0,269.0,Tree,0.2266032099723816
