,xmin,ymin,xmax,ymax,label,score
0,293.0,499.0,319.0,522.0,Tree,0.6862672567367554
1,314.0,168.0,339.0,190.0,Tree,0.6847409605979919
2,611.0,88.0,644.0,118.0,Tree,0.6711208820343018
3,80.0,594.0,100.0,617.0,Tree,0.6259464621543884
4,321.0,493.0,350.0,517.0,Tree,0.6258487701416016
5,385.0,217.0,410.0,239.0,Tree,0.6204464435577393
6,232.0,115.0,251.0,134.0,Tree,0.6182022094726562
7,423.0,86.0,440.0,106.0,Tree,0.6177060604095459
8,523.0,399.0,544.0,419.0,Tree,0.6005669236183167
9,427.0,519.0,448.0,540.0,Tree,0.5947263240814209
10,306.0,122.0,325.0,139.0,Tree,0.590533435344696
11,131.0,368.0,145.0,382.0,Tree,0.585927426815033
12,334.0,575.0,353.0,596.0,Tree,0.5823715925216675
13,0.0,582.0,21.0,611.0,Tree,0.5789893269538879
14,412.0,387.0,441.0,417.0,Tree,0.5707900524139404
15,39.0,217.0,69.0,244.0,Tree,0.568286657333374
16,205.0,117.0,219.0,132.0,Tree,0.5653570890426636
17,197.0,509.0,211.0,524.0,Tree,0.5580693483352661
18,425.0,115.0,451.0,138.0,Tree,0.5548244118690491
19,195.0,207.0,236.0,245.0,Tree,0.551569402217865
20,12.0,55.0,28.0,71.0,Tree,0.536892831325531
21,121.0,228.0,136.0,243.0,Tree,0.5339241027832031
22,284.0,3.0,317.0,26.0,Tree,0.527388334274292
23,20.0,160.0,38.0,181.0,Tree,0.5230312347412109
24,116.0,91.0,131.0,107.0,Tree,0.5198937654495239
25,326.0,342.0,342.0,359.0,Tree,0.5166175961494446
26,116.0,116.0,150.0,143.0,Tree,0.5049278736114502
27,240.0,511.0,253.0,526.0,Tree,0.4962722063064575
28,250.0,395.0,275.0,419.0,Tree,0.49454984068870544
29,108.0,39.0,129.0,58.0,Tree,0.49421337246894836
30,103.0,414.0,134.0,436.0,Tree,0.49361932277679443
31,107.0,491.0,141.0,520.0,Tree,0.49312445521354675
32,66.0,61.0,86.0,73.0,Tree,0.48979270458221436
33,137.0,88.0,153.0,105.0,Tree,0.4809107482433319
34,416.0,504.0,436.0,523.0,Tree,0.47692224383354187
35,630.0,255.0,646.0,270.0,Tree,0.47559854388237
36,501.0,110.0,519.0,128.0,Tree,0.46354490518569946
37,483.0,212.0,522.0,249.0,Tree,0.4474440813064575
38,410.0,359.0,423.0,372.0,Tree,0.4320831894874573
