,xmin,ymin,xmax,ymax,label,score
0,580.0,517.0,604.0,540.0,Tree,0.7781797647476196
1,147.0,251.0,165.0,267.0,Tree,0.6701272130012512
2,23.0,187.0,40.0,204.0,Tree,0.6411032676696777
3,571.0,550.0,599.0,574.0,Tree,0.6399868130683899
4,476.0,161.0,503.0,185.0,Tree,0.6182296872138977
5,622.0,180.0,639.0,199.0,Tree,0.6172086000442505
6,594.0,482.0,614.0,505.0,Tree,0.6085540652275085
7,483.0,73.0,508.0,100.0,Tree,0.5895750522613525
8,68.0,156.0,83.0,171.0,Tree,0.5846971273422241
9,450.0,56.0,476.0,81.0,Tree,0.5828025937080383
10,366.0,36.0,387.0,56.0,Tree,0.5819057822227478
11,277.0,106.0,295.0,125.0,Tree,0.5800768136978149
12,395.0,230.0,415.0,249.0,Tree,0.5800437927246094
13,354.0,255.0,374.0,273.0,Tree,0.5739147663116455
14,162.0,20.0,176.0,34.0,Tree,0.5630546808242798
15,494.0,612.0,514.0,628.0,Tree,0.5596238374710083
16,246.0,253.0,263.0,267.0,Tree,0.558227002620697
17,246.0,60.0,263.0,76.0,Tree,0.5515708923339844
18,557.0,219.0,582.0,237.0,Tree,0.5459932088851929
19,498.0,314.0,515.0,328.0,Tree,0.5334817171096802
20,585.0,168.0,613.0,190.0,Tree,0.5323954224586487
21,308.0,142.0,328.0,161.0,Tree,0.5227437615394592
22,627.0,55.0,647.0,78.0,Tree,0.5083143711090088
23,64.0,54.0,83.0,73.0,Tree,0.4973638355731964
24,14.0,213.0,30.0,229.0,Tree,0.4907139539718628
25,108.0,4.0,124.0,19.0,Tree,0.4879301190376282
26,342.0,2.0,361.0,19.0,Tree,0.48349085450172424
27,43.0,153.0,57.0,168.0,Tree,0.4820902645587921
28,169.0,90.0,185.0,101.0,Tree,0.4772038459777832
29,442.0,410.0,455.0,426.0,Tree,0.4759787619113922
30,299.0,254.0,313.0,266.0,Tree,0.4715525209903717
31,441.0,466.0,452.0,481.0,Tree,0.4697313904762268
32,35.0,90.0,53.0,108.0,Tree,0.46692851185798645
33,0.0,98.0,13.0,115.0,Tree,0.4626903235912323
34,73.0,35.0,87.0,50.0,Tree,0.45788314938545227
35,576.0,41.0,593.0,55.0,Tree,0.4488297700881958
36,200.0,256.0,213.0,269.0,Tree,0.4465351402759552
37,561.0,144.0,592.0,175.0,Tree,0.44635725021362305
38,587.0,233.0,602.0,248.0,Tree,0.43905383348464966
39,382.0,63.0,400.0,81.0,Tree,0.4365134537220001
40,614.0,368.0,645.0,397.0,Tree,0.4361232817173004
41,408.0,259.0,427.0,277.0,Tree,0.4317360818386078
42,393.0,232.0,399.0,246.0,Tree,0.41864585876464844
43,624.0,16.0,641.0,35.0,Tree,0.4179950952529907
44,579.0,354.0,591.0,367.0,Tree,0.41522735357284546
45,603.0,451.0,627.0,476.0,Tree,0.41512447595596313
46,586.0,0.0,606.0,8.0,Tree,0.40488389134407043
47,458.0,0.0,473.0,6.0,Tree,0.4046892821788788
48,4.0,256.0,18.0,269.0,Tree,0.40325602889060974
49,291.0,126.0,310.0,142.0,Tree,0.3974009156227112
50,235.0,41.0,252.0,56.0,Tree,0.389190673828125
51,457.0,275.0,479.0,292.0,Tree,0.3853754997253418
52,2.0,602.0,21.0,616.0,Tree,0.37996238470077515
53,385.0,611.0,398.0,627.0,Tree,0.37341639399528503
54,564.0,627.0,593.0,649.0,Tree,0.3681156039237976
55,548.0,3.0,573.0,18.0,Tree,0.3640574812889099
56,186.0,57.0,198.0,70.0,Tree,0.3629469871520996
57,94.0,250.0,110.0,262.0,Tree,0.3620340824127197
58,404.0,611.0,420.0,626.0,Tree,0.35346099734306335
59,440.0,276.0,459.0,293.0,Tree,0.3404850959777832
60,38.0,107.0,56.0,124.0,Tree,0.32681894302368164
61,466.0,153.0,482.0,167.0,Tree,0.3185419738292694
62,543.0,333.0,556.0,345.0,Tree,0.3102041780948639
63,599.0,19.0,612.0,32.0,Tree,0.30394724011421204
64,542.0,132.0,556.0,146.0,Tree,0.3016854524612427
65,427.0,255.0,446.0,274.0,Tree,0.29102417826652527
66,101.0,57.0,115.0,70.0,Tree,0.2834213376045227
