,xmin,ymin,xmax,ymax,label,score
0,620.0,606.0,639.0,625.0,Tree,0.6682985424995422
1,589.0,87.0,617.0,109.0,Tree,0.6061120629310608
2,108.0,89.0,127.0,108.0,Tree,0.6053823232650757
3,579.0,330.0,604.0,351.0,Tree,0.5936442613601685
4,375.0,92.0,395.0,113.0,Tree,0.5810040831565857
5,545.0,204.0,561.0,218.0,Tree,0.5767236948013306
6,467.0,13.0,486.0,32.0,Tree,0.5675227046012878
7,432.0,13.0,453.0,32.0,Tree,0.5645246505737305
8,619.0,453.0,638.0,471.0,Tree,0.5219009518623352
9,618.0,331.0,639.0,352.0,Tree,0.4957122802734375
10,449.0,124.0,462.0,140.0,Tree,0.47094056010246277
11,60.0,90.0,80.0,110.0,Tree,0.46481508016586304
12,41.0,435.0,54.0,448.0,Tree,0.4614584147930145
13,280.0,124.0,294.0,138.0,Tree,0.4481672942638397
14,382.0,70.0,399.0,86.0,Tree,0.4466499090194702
15,487.0,335.0,500.0,348.0,Tree,0.44218286871910095
16,622.0,391.0,634.0,404.0,Tree,0.4317205846309662
17,489.0,2.0,517.0,23.0,Tree,0.42874211072921753
18,113.0,400.0,125.0,413.0,Tree,0.41594091057777405
19,223.0,45.0,239.0,61.0,Tree,0.4149908423423767
20,111.0,120.0,125.0,135.0,Tree,0.41064217686653137
21,33.0,123.0,45.0,138.0,Tree,0.40494662523269653
22,235.0,14.0,249.0,27.0,Tree,0.4040820598602295
23,366.0,40.0,387.0,60.0,Tree,0.38785380125045776
24,474.0,171.0,488.0,186.0,Tree,0.38682493567466736
25,511.0,43.0,526.0,58.0,Tree,0.3753185272216797
26,554.0,331.0,568.0,345.0,Tree,0.3668856918811798
27,554.0,123.0,566.0,138.0,Tree,0.3541581928730011
28,377.0,0.0,391.0,6.0,Tree,0.35366207361221313
29,371.0,440.0,383.0,452.0,Tree,0.3506893515586853
30,491.0,193.0,505.0,208.0,Tree,0.34923020005226135
31,130.0,89.0,150.0,108.0,Tree,0.3302372097969055
32,287.0,54.0,304.0,73.0,Tree,0.31804198026657104
33,0.0,2.0,6.0,13.0,Tree,0.31313470005989075
34,322.0,96.0,347.0,112.0,Tree,0.3112368583679199
35,556.0,306.0,568.0,319.0,Tree,0.3089568614959717
36,641.0,477.0,649.0,495.0,Tree,0.3084474205970764
37,482.0,60.0,497.0,76.0,Tree,0.301639199256897
38,462.0,436.0,473.0,449.0,Tree,0.2928064465522766
39,572.0,48.0,590.0,66.0,Tree,0.289288729429245
40,201.0,124.0,214.0,138.0,Tree,0.2886859178543091
41,588.0,388.0,600.0,400.0,Tree,0.28779634833335876
42,604.0,46.0,623.0,66.0,Tree,0.2867613732814789
43,643.0,191.0,650.0,208.0,Tree,0.28337907791137695
44,197.0,24.0,210.0,37.0,Tree,0.2793219983577728
45,342.0,39.0,361.0,58.0,Tree,0.27725574374198914
46,634.0,300.0,648.0,315.0,Tree,0.26992812752723694
47,194.0,346.0,206.0,354.0,Tree,0.26896825432777405
48,321.0,390.0,333.0,403.0,Tree,0.26844125986099243
49,550.0,48.0,565.0,62.0,Tree,0.2669205963611603
50,643.0,171.0,650.0,187.0,Tree,0.262744277715683
51,74.0,399.0,87.0,411.0,Tree,0.2612780034542084
52,605.0,303.0,619.0,318.0,Tree,0.26046985387802124
53,394.0,380.0,400.0,392.0,Tree,0.2575867176055908
54,597.0,132.0,612.0,146.0,Tree,0.25611111521720886
55,487.0,268.0,500.0,283.0,Tree,0.25513729453086853
56,593.0,26.0,611.0,45.0,Tree,0.2539130449295044
57,253.0,98.0,269.0,109.0,Tree,0.2495788335800171
58,16.0,92.0,32.0,106.0,Tree,0.24565266072750092
59,128.0,345.0,140.0,354.0,Tree,0.24328045547008514
60,0.0,256.0,7.0,267.0,Tree,0.24178855121135712
61,393.0,323.0,400.0,336.0,Tree,0.24131634831428528
62,250.0,249.0,254.0,264.0,Tree,0.2404688000679016
63,622.0,587.0,636.0,601.0,Tree,0.23863597214221954
64,395.0,33.0,413.0,52.0,Tree,0.2368881106376648
65,478.0,321.0,491.0,335.0,Tree,0.23356379568576813
66,428.0,350.0,439.0,358.0,Tree,0.2329568862915039
67,45.0,0.0,57.0,4.0,Tree,0.23052707314491272
68,80.0,100.0,94.0,114.0,Tree,0.22746102511882782
69,154.0,258.0,166.0,266.0,Tree,0.22565054893493652
70,202.0,518.0,212.0,534.0,Tree,0.22410933673381805
71,524.0,402.0,537.0,410.0,Tree,0.22321483492851257
72,642.0,553.0,650.0,570.0,Tree,0.2144002467393875
73,282.0,85.0,300.0,104.0,Tree,0.2121083289384842
74,382.0,184.0,393.0,192.0,Tree,0.2105475217103958
75,85.0,275.0,96.0,288.0,Tree,0.20954354107379913
76,0.0,96.0,7.0,109.0,Tree,0.20788085460662842
77,630.0,644.0,645.0,650.0,Tree,0.20617841184139252
78,618.0,474.0,634.0,490.0,Tree,0.20164267718791962
79,420.0,382.0,430.0,390.0,Tree,0.20034632086753845
80,161.0,86.0,180.0,104.0,Tree,0.1988140493631363
81,146.0,0.0,157.0,6.0,Tree,0.19557559490203857
82,102.0,441.0,113.0,450.0,Tree,0.1899995654821396
83,351.0,380.0,363.0,391.0,Tree,0.18755272030830383
84,154.0,21.0,166.0,34.0,Tree,0.18665815889835358
85,113.0,264.0,124.0,271.0,Tree,0.1858915090560913
86,42.0,90.0,60.0,109.0,Tree,0.18248261511325836
87,606.0,255.0,619.0,268.0,Tree,0.18175625801086426
88,642.0,274.0,650.0,289.0,Tree,0.17984522879123688
89,269.0,88.0,283.0,103.0,Tree,0.17945587635040283
90,185.0,53.0,198.0,66.0,Tree,0.1770668774843216
91,56.0,380.0,68.0,391.0,Tree,0.1761486977338791
92,438.0,346.0,451.0,354.0,Tree,0.17473414540290833
93,431.0,434.0,441.0,442.0,Tree,0.1734830141067505
94,62.0,58.0,74.0,71.0,Tree,0.17310623824596405
95,623.0,76.0,648.0,103.0,Tree,0.1720925122499466
96,644.0,255.0,649.0,268.0,Tree,0.1622992306947708
97,492.0,439.0,503.0,451.0,Tree,0.162288635969162
98,643.0,410.0,650.0,424.0,Tree,0.152576744556427
99,617.0,642.0,630.0,650.0,Tree,0.15094506740570068
100,503.0,393.0,518.0,402.0,Tree,0.14877347648143768
101,643.0,538.0,650.0,554.0,Tree,0.14850643277168274
102,550.0,319.0,563.0,333.0,Tree,0.1476661115884781
103,354.0,389.0,366.0,398.0,Tree,0.14675813913345337
104,29.0,331.0,41.0,337.0,Tree,0.1446111798286438
105,603.0,278.0,616.0,292.0,Tree,0.1422051340341568
106,75.0,436.0,86.0,448.0,Tree,0.13976942002773285
107,98.0,25.0,124.0,51.0,Tree,0.1387544870376587
108,50.0,282.0,60.0,290.0,Tree,0.1372266709804535
109,419.0,86.0,447.0,108.0,Tree,0.13473674654960632
110,16.0,327.0,30.0,333.0,Tree,0.12745752930641174
111,75.0,331.0,90.0,337.0,Tree,0.12211053818464279
112,45.0,263.0,56.0,269.0,Tree,0.12064120918512344
113,209.0,503.0,220.0,516.0,Tree,0.1199875921010971
114,4.0,327.0,17.0,333.0,Tree,0.11642815917730331
115,156.0,331.0,169.0,337.0,Tree,0.11462646722793579
116,366.0,394.0,378.0,402.0,Tree,0.11417187750339508
117,183.0,346.0,194.0,353.0,Tree,0.11351517587900162
118,64.0,20.0,93.0,44.0,Tree,0.10962164402008057
119,9.0,471.0,22.0,476.0,Tree,0.10903080552816391
120,7.0,262.0,20.0,269.0,Tree,0.10828473418951035
121,297.0,406.0,309.0,414.0,Tree,0.10629504173994064
122,309.0,406.0,321.0,414.0,Tree,0.10613897442817688
123,622.0,25.0,648.0,49.0,Tree,0.10463971644639969
124,294.0,346.0,305.0,354.0,Tree,0.10366515070199966
